iter	Logloss
287	0.2035399827
288	0.2034108573
289	0.2032508354
290	0.2030302035
291	0.2029067
292	0.2027631433
293	0.2026397514
294	0.2025046679
295	0.2022437852
296	0.2021195013
297	0.2019796683
298	0.2018706287
299	0.2016904261
300	0.2014692459
301	0.2012169688
302	0.2010748973
303	0.2009939138
304	0.2009116971
305	0.2007606365
306	0.2005519234
307	0.2003805037
308	0.2002163464
309	0.2002131717
310	0.2000901057
311	0.1999456694
312	0.1997745211
313	0.1996724052
314	0.1994874615
315	0.1993372039
316	0.1992448649
317	0.199066444
318	0.1989151426
319	0.198669255
320	0.1986032747
321	0.1984669288
322	0.1983032628
323	0.1981226874
324	0.1979678928
325	0.1978412844
326	0.1978155664
327	0.1977571517
328	0.1976088582
329	0.1974961452
330	0.1972713187
331	0.1971128706
332	0.1970006807
333	0.1968550812
334	0.1966487321
335	0.1965004211
336	0.1962678556
337	0.1961686432
338	0.1960452297
339	0.1959425294
340	0.1957872288
341	0.1956990152
342	0.1955266767
343	0.1953987713
344	0.1951699249
345	0.1949809823
346	0.1948856036
347	0.1948362074
348	0.1946670401
349	0.1944822558
350	0.1943762667
351	0.1942256214
352	0.1940684358
353	0.1938652068
354	0.1937014876
355	0.1935485404
356	0.1933099978
357	0.1931446461
358	0.1930011482
359	0.192813029
360	0.1926624976
361	0.1924595764
362	0.1922608447
363	0.1921040513
364	0.1919387979
365	0.1917790713
366	0.1916138996
367	0.1915271531
368	0.1913630179
369	0.1912254427
370	0.1911017692
371	0.1909015137
372	0.1907997954
373	0.1906484545
374	0.1905033952
375	0.1903801428
376	0.1901657149
377	0.1900554473
378	0.1899086492
379	0.1897367143
380	0.1896887712
381	0.1895587385
382	0.1895579143
383	0.1893730473
384	0.1891863734
385	0.1890027568
386	0.1888591662
387	0.1888591555
388	0.1887467986
389	0.188594722
390	0.188490266
391	0.1883781273
392	0.1882347211
393	0.1882334397
394	0.1881290744
395	0.18804989
396	0.1879395132
397	0.1877374201
398	0.1876066485
399	0.1875446626
400	0.1875430535
401	0.1874054372
402	0.1872428556
403	0.1870947012
404	0.1869876416
405	0.1868593035
406	0.1866997008
407	0.1866364765
408	0.1865025204
409	0.1863534936
410	0.1862085776
411	0.1860601454
412	0.1858691266
413	0.1856802068
414	0.1855532482
415	0.1854034596
416	0.1852451391
417	0.1850398297
418	0.1849144825
419	0.1849142141
420	0.1848061043
421	0.1846320314
422	0.1846306259
423	0.1844980891
424	0.1843792518
425	0.1842197645
426	0.1840282832
427	0.1839146013
428	0.1837082261
429	0.1835491186
430	0.1834041038
431	0.1833018579
432	0.1831750012
433	0.183083171
434	0.1829506524
435	0.1829490087
436	0.1827639989
437	0.1826412398
438	0.1825262462
439	0.1823964348
440	0.182332447
441	0.1822284244
442	0.1821260858
443	0.1819616886
444	0.1818707027
445	0.1816610231
446	0.1815627403
447	0.1814701373
448	0.1813138669
449	0.1813123574
450	0.1812121246
451	0.181078761
452	0.1809409811
453	0.1807606615
454	0.1806306921
455	0.1806292045
456	0.1804143863
457	0.1802498546
458	0.1801500486
459	0.1801436134
460	0.1799746122
461	0.1798594832
462	0.1797292666
463	0.1796416198
464	0.1795185942
465	0.1794378209
466	0.179278082
467	0.179126832
468	0.1789825077
469	0.1788599902
470	0.1788309389
471	0.1787301205
472	0.1785306711
473	0.178402485
474	0.1782981888
475	0.1781083067
476	0.1779869509
477	0.1779186865
478	0.1778022052
479	0.177641365
480	0.1775428809
481	0.1773975649
482	0.1772637783
483	0.1771360898
484	0.1769500062
485	0.176847815
486	0.1766870407
487	0.1765562762
488	0.1764276741
489	0.1762801949
490	0.1760983365
491	0.1760093434
492	0.1758859773
493	0.1757773714
494	0.1756512006
495	0.1755295455
496	0.1753536809
497	0.1752570745
498	0.175097409
499	0.1749920169
500	0.1749074222
501	0.1747826868
502	0.1747040562
503	0.1745802194
504	0.174456563
505	0.1743537316
506	0.1742658849
507	0.1741811533
508	0.1740982984
509	0.1739937885
510	0.1738776532
511	0.1737641891
512	0.1736406755
513	0.1735341597
514	0.1734085881
515	0.1732756184
516	0.1731285158
517	0.1730114667
518	0.1729621592
519	0.1728049586
520	0.1726868726
521	0.172571556
522	0.1724769996
523	0.1723527114
524	0.172212362
525	0.1720422482
526	0.1719297783
527	0.1718083164
528	0.1717050981
529	0.171614077
530	0.1715004572
531	0.1713676092
532	0.1712682419
533	0.1712087322
534	0.1711123784
535	0.1709928032
536	0.1707841282
537	0.17070031
538	0.1705760132
539	0.1704567105
540	0.1703671073
541	0.1702547976
542	0.1701359441
543	0.1699928249
544	0.1698714568
545	0.1697557004
546	0.1696420239
547	0.1694972445
548	0.1693822007
549	0.1692872015
550	0.169171916
551	0.1690191334
552	0.168896219
553	0.1687586527
554	0.168583103
555	0.168437801
556	0.168304399
557	0.1681447759
558	0.1679792829
559	0.1678829863
560	0.167735012
561	0.1676528512
562	0.1675697496
563	0.1674516125
564	0.167332579
565	0.1672295945
566	0.1670917005
567	0.1669698194
568	0.166858035
569	0.1667796364
570	0.166649556
571	0.1665119124
572	0.1664675995
573	0.1663313277
574	0.1662125139
575	0.166070245
576	0.1659329348
577	0.1658171552
578	0.1657295185
579	0.1656676885
580	0.1655417142
581	0.1654673705
582	0.1653753647
583	0.1652601499
584	0.1651271356
585	0.1650093948
586	0.1648893324
587	0.1647707043
588	0.1646763354
589	0.1645470219
590	0.1644476705
591	0.1643652825
592	0.1642545336
593	0.1641514812
594	0.1640895265
595	0.1640503801
596	0.1639508398
597	0.1638256759
598	0.1637275612
599	0.1636494112
600	0.1635403082
601	0.1634460146
602	0.1633223939
603	0.1632003552
604	0.1630786232
605	0.1629820559
606	0.1628685352
607	0.162771564
608	0.162603951
609	0.1624851561
610	0.1623726197
611	0.1622329918
612	0.1621761056
613	0.1620799665
614	0.161991427
615	0.161880342
616	0.1617521561
617	0.1616513496
618	0.1615391771
619	0.1614561134
620	0.1613756852
621	0.161265181
622	0.1611801198
623	0.1610364174
624	0.1609216499
625	0.1608341559
626	0.1606908038
627	0.1605304771
628	0.1605072122
629	0.1604856633
630	0.1603685558
631	0.1603131305
632	0.1602053317
633	0.1601821292
634	0.160122586
635	0.1600466158
636	0.1599211869
637	0.1598012392
638	0.1596442872
639	0.1595811022
640	0.1594682792
641	0.1593455642
642	0.1592755298
643	0.1591745857
644	0.1591076058
645	0.1590236188
646	0.1588876055
647	0.1587611538
648	0.1586504182
649	0.1585564439
650	0.1584843966
651	0.1584521134
652	0.1583906704
653	0.1582526224
654	0.1581607517
655	0.1580847024
656	0.1579947418
657	0.1578675217
658	0.1577560575
659	0.1576198191
660	0.1575277027
661	0.1574402965
662	0.1573761613
663	0.1573760545
664	0.1572772715
665	0.1571666798
666	0.157069109
667	0.1569828718
668	0.1568911294
669	0.1567721179
670	0.1566485122
671	0.1566148564
672	0.1564632556
673	0.1563740776
674	0.156304523
675	0.1562011069
676	0.156089227
677	0.1559560422
678	0.1558589871
679	0.1557354503
680	0.1556174498
681	0.1554943722
682	0.155403461
683	0.1552977876
684	0.1551391456
685	0.1550430232
686	0.1549622618
687	0.1548413993
688	0.154722002
689	0.1546022097
690	0.1545270603
691	0.1544442924
692	0.1543402022
693	0.1542363751
694	0.1541387502
695	0.1540142527
696	0.1539376459
697	0.1537958837
698	0.1536965323
699	0.1535941466
700	0.1534740402
701	0.1533485079
702	0.1533184384
703	0.1532475221
704	0.153139671
705	0.1531173089
706	0.1530051481
707	0.15288005
708	0.1527813625
709	0.1526726865
710	0.1525290093
711	0.1524177729
712	0.1523046541
713	0.1521780295
714	0.1521212976
715	0.1520009587
716	0.1519509568
717	0.1518493932
718	0.1517401291
719	0.1516589934
720	0.1515778165
721	0.1514296148
722	0.1513335916
723	0.1512529053
724	0.1511731303
725	0.1510283201
726	0.1509632448
727	0.150908812
728	0.1508073479
729	0.1507240301
730	0.1506595239
731	0.1505573624
732	0.1504272049
733	0.1503805231
734	0.1503004492
735	0.150200255
736	0.1500770173
737	0.1499905494
738	0.1499011557
739	0.1497837986
740	0.1496789178
741	0.1495336469
742	0.1494075125
743	0.149343692
744	0.1492418266
745	0.1491610392
746	0.1490364304
747	0.1489387861
748	0.1488718704
749	0.1487737368
750	0.148650607
751	0.1485584023
752	0.1484892199
753	0.1483715903
754	0.148283216
755	0.1482578595
756	0.1482036974
757	0.1481227955
758	0.1480150511
759	0.1479237644
760	0.1479000759
761	0.1478357157
762	0.1477968539
763	0.1477245302
764	0.147641041
765	0.1474986454
766	0.1474085159
767	0.1473008326
768	0.1471895402
769	0.1471311903
770	0.1470949188
771	0.1470040043
772	0.146917455
773	0.146816887
774	0.1466956365
775	0.1465539397
776	0.146468249
777	0.1464069241
778	0.1463313766
779	0.1462556213
780	0.1461559448
781	0.1460724219
782	0.1459646691
783	0.1459473831
784	0.1459019327
785	0.1458151473
786	0.1457273926
787	0.1456437412
