iter	Passed	Remaining
380	4864	7903
381	4875	7886
382	4884	7868
383	4895	7852
384	4907	7838
385	4918	7824
386	4930	7809
387	4937	7787
388	4948	7772
389	4958	7755
390	4969	7740
391	4980	7725
392	4992	7710
393	5002	7694
394	5013	7678
395	5024	7663
396	5035	7648
397	5046	7633
398	5057	7618
399	5068	7603
400	5077	7585
401	5088	7569
402	5099	7554
403	5111	7540
404	5121	7523
405	5132	7508
406	5144	7495
407	5154	7478
408	5166	7465
409	5177	7451
410	5188	7435
411	5200	7421
412	5211	7407
413	5222	7392
414	5233	7378
415	5247	7366
416	5258	7351
417	5269	7336
418	5281	7323
419	5289	7305
420	5305	7297
421	5322	7290
422	5337	7280
423	5352	7271
424	5367	7261
425	5380	7249
426	5393	7237
427	5405	7223
428	5417	7210
429	5428	7195
430	5441	7183
431	5451	7168
432	5463	7153
433	5474	7139
434	5485	7124
435	5494	7107
436	5505	7093
437	5516	7078
438	5527	7063
439	5539	7049
440	5549	7034
441	5560	7020
442	5572	7005
443	5582	6991
444	5594	6976
445	5605	6963
446	5616	6948
447	5628	6934
448	5639	6921
449	5650	6905
450	5661	6891
451	5672	6877
452	5682	6861
453	5694	6848
454	5706	6834
455	5715	6818
456	5730	6808
457	5746	6800
458	5759	6788
459	5770	6773
460	5780	6759
461	5792	6745
462	5804	6731
463	5814	6717
464	5827	6704
465	5839	6691
466	5849	6676
467	5861	6662
468	5874	6650
469	5886	6637
470	5904	6631
471	5919	6621
472	5933	6611
473	5946	6598
474	5958	6585
475	5969	6571
476	5980	6556
477	5990	6542
478	6001	6527
479	6012	6513
480	6023	6499
481	6035	6485
482	6045	6471
483	6057	6458
484	6070	6446
485	6082	6432
486	6093	6418
487	6104	6405
488	6116	6391
489	6127	6377
490	6139	6364
491	6150	6350
492	6160	6335
493	6171	6321
494	6183	6308
495	6194	6293
496	6205	6280
497	6216	6266
498	6227	6252
499	6241	6241
500	6253	6228
501	6264	6214
502	6275	6200
503	6286	6187
504	6297	6173
505	6308	6158
506	6320	6145
507	6331	6132
508	6342	6118
509	6353	6104
510	6365	6091
511	6375	6076
512	6388	6064
513	6400	6051
514	6412	6039
515	6425	6027
516	6437	6013
517	6448	6000
518	6459	5986
519	6471	5973
520	6485	5962
521	6498	5950
522	6512	5939
523	6529	5931
524	6544	5921
525	6556	5908
526	6569	5896
527	6581	5883
528	6593	5870
529	6603	5856
530	6614	5842
531	6628	5831
532	6639	5817
533	6651	5804
534	6663	5791
535	6673	5777
536	6685	5763
537	6697	5751
538	6707	5737
539	6719	5723
540	6730	5710
541	6742	5697
542	6753	5683
543	6764	5670
544	6776	5657
545	6786	5643
546	6797	5629
547	6810	5617
548	6821	5604
549	6834	5591
550	6845	5577
551	6856	5564
552	6867	5550
553	6878	5537
554	6890	5524
555	6900	5510
556	6912	5497
557	6924	5484
558	6935	5471
559	6946	5458
560	6958	5445
561	6968	5431
562	6980	5418
563	6992	5405
564	7003	5392
565	7014	5378
566	7026	5365
567	7038	5352
568	7048	5339
569	7062	5327
570	7075	5315
571	7092	5306
572	7108	5297
573	7121	5284
574	7133	5272
575	7145	5260
576	7157	5247
577	7169	5234
578	7179	5220
579	7191	5207
580	7202	5194
581	7212	5180
582	7225	5168
583	7237	5155
584	7247	5141
585	7258	5128
586	7270	5115
587	7280	5101
588	7292	5088
589	7303	5075
590	7314	5061
591	7325	5048
592	7336	5035
593	7347	5022
594	7358	5008
595	7369	4995
596	7384	4984
597	7395	4971
598	7406	4958
599	7419	4946
600	7430	4932
601	7440	4919
602	7452	4906
603	7463	4893
604	7479	4883
605	7491	4870
606	7503	4857
607	7513	4844
608	7524	4831
609	7536	4818
610	7547	4805
611	7558	4791
612	7569	4778
613	7580	4765
614	7590	4752
615	7602	4739
616	7615	4727
617	7627	4714
618	7639	4702
619	7651	4689
620	7663	4676
621	7675	4664
622	7691	4654
623	7707	4644
624	7721	4632
625	7734	4620
626	7746	4608
627	7757	4595
628	7768	4582
629	7779	4568
630	7790	4555
631	7801	4542
632	7813	4529
633	7822	4516
634	7836	4504
635	7847	4491
636	7858	4478
637	7869	4465
638	7881	4452
639	7891	4438
640	7902	4425
641	7914	4413
642	7924	4399
643	7935	4386
644	7946	4373
645	7957	4360
646	7968	4347
647	7979	4334
648	7991	4322
649	8002	4309
650	8013	4296
651	8024	4282
652	8034	4269
653	8046	4256
654	8057	4243
655	8067	4230
656	8079	4217
657	8094	4207
658	8107	4195
659	8118	4182
660	8129	4169
661	8140	4156
662	8151	4143
663	8159	4128
664	8169	4115
665	8180	4102
666	8191	4089
667	8202	4076
668	8215	4064
669	8229	4053
670	8242	4041
671	8253	4028
672	8267	4016
673	8283	4006
674	8299	3995
675	8312	3983
676	8324	3971
677	8335	3958
678	8347	3946
679	8361	3934
680	8375	3923
681	8388	3911
682	8401	3899
683	8419	3889
684	8440	3881
685	8457	3871
686	8470	3859
687	8482	3846
688	8496	3835
689	8508	3822
690	8520	3810
691	8531	3797
692	8542	3784
693	8553	3771
694	8563	3758
695	8575	3745
696	8586	3732
697	8598	3720
698	8610	3707
699	8622	3695
700	8633	3682
701	8644	3669
702	8655	3656
703	8666	3643
704	8676	3630
705	8688	3617
706	8699	3605
707	8710	3592
708	8722	3579
709	8734	3567
710	8747	3555
711	8758	3542
712	8769	3530
713	8780	3516
714	8791	3504
715	8802	3491
716	8812	3478
717	8823	3465
718	8836	3453
719	8847	3440
720	8858	3428
721	8870	3415
722	8884	3403
723	8896	3391
724	8910	3379
725	8926	3368
726	8939	3357
727	8951	3344
728	8963	3331
729	8975	3319
730	8985	3306
731	8997	3294
732	9008	3281
733	9019	3268
734	9031	3256
735	9042	3243
736	9054	3231
737	9065	3218
738	9076	3205
739	9087	3193
740	9099	3180
741	9111	3168
742	9122	3155
743	9134	3142
744	9146	3130
745	9157	3118
746	9172	3106
747	9188	3095
748	9205	3084
749	9219	3073
750	9232	3061
751	9244	3048
752	9255	3035
753	9270	3024
754	9282	3012
755	9293	2999
756	9304	2986
757	9315	2974
758	9329	2962
759	9341	2949
760	9357	2938
761	9371	2926
762	9383	2914
763	9397	2903
764	9409	2890
765	9419	2877
766	9431	2864
767	9442	2852
768	9453	2839
769	9465	2827
770	9479	2815
771	9491	2803
772	9504	2791
773	9517	2778
774	9528	2766
775	9544	2754
776	9560	2743
777	9573	2731
778	9586	2719
779	9600	2707
780	9612	2695
781	9624	2683
782	9636	2670
783	9648	2658
784	9660	2645
785	9671	2633
786	9683	2620
787	9695	2608
